Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
76,180,7,21,1596,2,0,3,3,3,3,3,10,1,1,0,7,4,5,1973,1973,2,2,5,5,1,0,2,2,2,4,3,4,6,462,1,0,0,462,4,2,1,2,526,462,0,988,1,0,1,0,2,1,2,5,7,0,0,3,1973,1,1,297,3,3,2,120,101,0,0,0,0,0,2,0,0,11,2009,9,5,91000
77,20,5,0,8475,2,0,2,3,3,3,3,12,1,1,3,3,4,7,1956,1956,2,2,14,14,1,0,2,2,2,3,3,1,5,228,1,0,724,952,4,4,1,3,952,0,0,952,0,0,1,0,2,1,2,4,7,0,0,1,1956,1,1,283,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2008,9,5,135750
78,50,7,50,8635,2,0,3,3,3,3,3,3,1,1,3,2,5,5,1948,2001,2,2,15,15,1,0,2,2,2,3,3,1,4,336,6,41,295,672,4,2,1,2,1072,213,0,1285,1,0,1,0,2,1,2,6,6,0,0,1,1948,1,1,240,3,3,2,0,0,0,0,0,0,0,3,0,0,1,2008,9,5,127000
79,90,5,72,10778,2,0,3,3,3,3,3,19,1,1,1,3,4,5,1968,1968,4,2,6,6,1,0,2,2,2,3,3,1,1,0,1,0,1768,1768,4,2,0,2,1768,0,0,1768,0,0,2,0,4,2,2,8,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2010,9,5,136500
80,50,7,60,10440,2,1,3,3,3,2,3,17,1,1,3,4,5,6,1910,1981,2,2,15,15,1,0,2,2,3,3,3,1,1,0,1,0,440,440,4,3,1,2,682,548,0,1230,0,0,1,1,2,1,2,5,7,0,0,1,1966,1,2,440,3,3,2,74,0,128,0,0,0,0,3,0,0,5,2009,9,5,110000
81,60,5,100,13000,2,0,3,3,3,2,3,12,1,1,3,4,6,6,1968,1968,2,2,14,14,3,576,2,3,2,4,3,1,3,448,1,0,448,896,4,2,1,2,1182,960,0,2142,0,0,2,1,4,1,3,8,7,1,4,5,1968,3,1,509,3,3,2,0,72,0,0,252,0,0,0,0,0,6,2009,9,5,193500
82,120,7,32,4500,2,0,3,3,3,4,3,11,1,1,4,3,6,5,1998,1998,4,2,14,14,3,443,2,3,3,5,4,1,6,1201,1,0,36,1237,4,4,1,2,1337,0,0,1337,1,0,2,0,2,1,2,5,7,0,0,5,1998,3,2,405,3,3,2,0,199,0,0,0,0,0,0,0,0,3,2006,9,5,153500
83,20,5,78,10206,2,0,3,3,3,3,3,21,1,1,3,3,8,5,2007,2007,2,2,14,14,5,468,2,2,3,4,3,1,6,33,1,0,1530,1563,4,4,1,2,1563,0,0,1563,0,0,2,0,3,1,3,6,7,1,4,5,2007,2,3,758,3,3,2,144,99,0,0,0,0,0,0,0,0,10,2008,9,5,245000
84,20,5,80,8892,2,0,2,3,3,3,3,12,1,1,3,3,5,5,1960,1960,2,2,8,8,4,66,2,2,2,3,3,1,1,0,1,0,1065,1065,4,3,1,2,1065,0,0,1065,0,0,1,1,3,1,2,6,7,0,0,1,1974,1,2,461,3,3,2,74,0,0,0,0,0,0,0,0,0,7,2007,5,5,126500
85,80,5,0,8530,2,0,2,3,3,3,3,8,1,1,3,7,7,5,1995,1996,2,2,6,6,3,22,2,2,3,4,3,1,1,0,1,0,384,384,4,3,1,2,804,670,0,1474,0,0,2,1,3,1,2,7,7,1,3,3,1995,3,2,400,3,3,2,120,72,0,0,0,0,0,0,2,700,5,2009,9,5,168500
86,60,5,121,16059,2,0,3,3,3,2,3,13,1,1,3,4,8,5,1991,1992,4,2,6,6,3,284,3,2,2,4,3,1,1,0,1,0,1288,1288,4,4,1,2,1301,1116,0,2417,0,0,2,1,4,1,3,9,7,1,3,5,1991,1,2,462,3,3,2,127,82,0,0,0,0,0,0,0,0,4,2006,9,5,260000
87,60,5,122,11911,2,0,1,3,3,3,3,8,1,1,3,4,6,5,2005,2005,2,2,14,14,1,0,3,2,3,4,3,3,1,0,1,0,684,684,4,4,1,2,684,876,0,1560,0,0,2,1,3,1,3,6,7,1,4,3,2005,3,2,400,3,3,2,100,38,0,0,0,0,0,0,0,0,3,2009,9,5,174000
88,160,2,40,3951,2,2,3,3,3,2,3,21,1,1,4,4,6,5,2009,2009,2,2,14,14,5,76,3,2,3,4,3,3,1,0,1,0,612,612,4,4,1,2,612,612,0,1224,0,0,2,1,2,1,3,4,7,0,0,1,2009,2,2,528,3,3,2,0,234,0,0,0,0,0,0,0,0,6,2009,6,1,164500
89,50,1,105,8470,2,0,2,3,3,2,3,9,2,2,3,2,3,2,1915,1982,4,2,10,10,1,0,1,1,2,3,2,1,1,0,1,0,1013,1013,4,2,0,2,1013,0,513,1526,0,0,1,0,2,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,3,0,0,10,2009,1,0,85000
90,20,5,60,8070,2,0,3,3,3,3,3,5,1,1,3,3,4,5,1994,1995,2,2,14,14,1,0,2,2,3,4,3,1,6,588,1,0,402,990,4,4,1,2,990,0,0,990,1,0,1,0,3,1,2,5,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2007,9,5,123600
91,20,5,60,7200,2,0,3,3,3,3,3,12,1,1,3,3,4,5,1950,1950,2,2,3,15,1,0,2,2,4,0,0,0,0,0,0,0,0,0,4,2,1,3,1040,0,0,1040,0,0,1,0,2,1,2,4,7,0,0,1,1950,1,2,420,3,3,2,0,29,0,0,0,0,0,0,0,0,7,2006,9,5,109900
92,20,5,85,8500,2,0,3,3,3,3,3,12,1,1,3,3,5,3,1961,1961,4,2,6,6,4,203,2,2,2,3,3,1,3,600,1,0,635,1235,4,2,1,2,1235,0,0,1235,0,0,1,0,2,1,2,6,7,0,0,5,1961,1,2,480,3,3,2,0,0,0,0,0,0,0,2,0,0,12,2006,9,0,98600
93,30,5,80,13360,2,1,2,1,3,3,3,6,1,1,3,3,5,7,1921,2006,2,2,15,15,1,0,2,3,1,4,3,1,5,713,1,0,163,876,4,4,1,2,964,0,0,964,1,0,1,0,2,1,2,5,7,0,0,1,1921,1,2,432,3,3,2,0,0,44,0,0,0,0,0,0,0,8,2009,9,5,163500
94,190,1,60,7200,2,0,3,3,3,2,3,17,1,1,2,5,6,6,1910,1998,4,2,8,8,1,0,2,2,1,3,2,2,3,1046,1,0,168,1214,3,4,0,2,1260,1031,0,2291,0,1,2,0,4,2,2,9,7,1,4,1,1900,1,2,506,3,3,2,0,0,0,0,99,0,0,0,0,0,11,2007,9,5,133900
95,60,5,69,9337,2,0,2,3,3,3,3,5,1,1,3,4,6,5,1997,1997,2,2,14,14,1,0,2,3,3,4,3,1,6,648,1,0,176,824,4,4,1,2,905,881,0,1786,1,0,2,1,3,1,3,7,7,0,0,5,1997,2,2,684,3,3,2,0,162,0,0,0,0,0,0,0,0,5,2007,9,5,204750
96,60,5,0,9765,2,0,1,3,3,2,3,8,1,1,3,4,6,8,1993,1993,2,2,14,14,3,68,4,3,3,4,4,1,5,310,1,0,370,680,4,3,1,2,680,790,0,1470,0,0,2,1,3,1,2,6,7,1,3,3,1993,3,2,420,3,3,2,232,63,0,0,0,0,0,0,2,480,4,2009,9,5,185000
97,20,5,78,10264,2,0,2,3,3,3,3,5,1,1,3,3,7,5,1999,1999,2,2,14,14,3,183,3,2,3,4,3,3,5,1162,1,0,426,1588,4,4,1,2,1588,0,0,1588,0,0,2,0,3,1,3,6,7,0,0,5,1999,2,2,472,3,3,2,158,29,0,0,0,0,0,0,0,0,8,2006,9,5,214000
98,20,5,73,10921,2,0,3,1,3,3,3,7,1,1,3,3,4,5,1965,1965,4,2,6,6,3,48,2,2,2,3,3,1,3,520,1,0,440,960,4,2,1,4,960,0,0,960,1,0,1,0,3,1,2,6,7,0,0,5,1965,3,1,432,3,3,1,120,0,0,0,0,0,0,0,0,0,5,2007,9,5,94750
99,30,5,85,10625,2,0,3,3,3,2,3,7,1,1,3,3,5,5,1920,1950,2,2,15,15,1,0,2,2,1,3,3,1,5,108,1,0,350,458,4,1,0,2,835,0,0,835,0,0,1,0,2,1,2,5,7,0,0,4,1920,1,1,366,2,3,2,0,0,77,0,0,0,0,0,2,400,5,2010,5,0,83000
100,20,5,77,9320,2,0,2,3,3,3,3,12,1,1,3,3,4,5,1959,1959,2,2,10,10,1,0,2,2,2,3,3,1,5,569,1,0,381,950,4,1,1,2,1225,0,0,1225,1,0,1,1,3,1,2,6,7,0,0,0,0,0,0,0,0,0,2,352,0,0,0,0,0,0,0,2,400,1,2010,9,5,128950
101,20,5,0,10603,2,0,2,3,3,3,3,16,1,1,3,3,6,7,1977,2001,2,2,10,10,3,28,2,2,3,3,3,2,5,1200,1,0,410,1610,4,3,1,2,1610,0,0,1610,1,0,2,0,3,1,3,6,7,2,3,5,1977,2,2,480,3,3,2,168,68,0,0,0,0,0,0,0,0,2,2010,9,5,205000
102,60,5,77,9206,2,0,3,3,3,3,3,20,1,1,3,4,6,5,1985,1985,2,2,6,6,3,336,3,2,2,4,3,1,1,0,1,0,741,741,4,2,1,2,977,755,0,1732,0,0,2,1,3,1,3,7,7,1,3,5,1985,3,2,476,3,3,2,192,46,0,0,0,0,0,0,0,0,6,2010,9,5,178000
103,90,5,64,7018,2,0,3,2,3,3,3,20,1,1,1,3,5,5,1979,1979,2,2,6,6,1,0,2,1,4,0,0,0,0,0,0,0,0,0,4,2,1,2,1535,0,0,1535,0,0,2,0,4,2,2,8,7,0,0,5,1979,1,2,410,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,9,3,118964
104,20,5,94,10402,2,0,2,3,3,2,3,5,1,1,3,3,7,5,2009,2009,2,2,14,14,1,0,2,2,3,4,3,1,1,0,1,0,1226,1226,4,4,1,2,1226,0,0,1226,0,0,2,0,3,1,3,6,7,0,0,5,2009,2,3,740,3,3,2,0,36,0,0,0,0,0,0,0,0,5,2010,9,5,198900
105,50,7,0,7758,2,0,3,3,3,2,3,9,1,1,3,2,7,4,1931,1950,2,2,13,13,3,600,2,1,3,3,3,1,2,224,1,0,816,1040,4,4,1,4,1226,592,0,1818,0,0,1,1,4,1,2,7,7,2,3,1,1951,1,1,240,3,3,2,0,0,0,0,184,0,0,0,0,0,6,2007,9,5,169500
106,60,2,75,9375,2,0,3,3,3,3,3,21,1,1,3,4,8,5,2003,2004,4,2,14,14,3,768,3,2,3,5,3,1,1,0,1,0,1053,1053,4,4,1,2,1053,939,0,1992,0,0,2,1,3,1,3,9,7,1,4,5,2003,2,2,648,3,3,2,140,45,0,0,0,0,0,0,0,0,8,2008,9,5,250000
107,30,7,60,10800,2,1,3,3,3,3,3,17,1,1,3,3,4,7,1885,1995,5,2,14,14,1,0,2,2,1,2,3,1,1,0,1,0,641,641,4,3,1,2,1047,0,0,1047,0,0,1,0,2,1,2,6,7,0,0,1,1954,1,1,273,2,2,0,0,0,0,0,0,0,0,0,2,450,8,2007,9,5,100000
108,20,7,50,6000,2,0,3,3,3,3,3,17,1,1,3,3,5,5,1948,1950,2,2,14,14,1,0,2,2,2,3,3,1,5,104,4,169,516,789,4,4,1,2,789,0,0,789,0,0,1,0,2,1,2,5,7,0,0,1,1948,1,1,250,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2008,9,1,115000
109,50,7,85,8500,2,0,3,3,3,2,3,9,3,1,3,2,5,7,1919,2005,2,2,5,5,1,0,2,2,2,3,3,1,1,0,1,0,793,793,3,2,0,4,997,520,0,1517,0,0,2,0,3,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,8,2007,9,5,115000
110,20,5,105,11751,2,0,2,3,3,3,3,16,1,1,3,3,6,6,1977,1977,4,2,10,10,3,480,2,2,2,4,3,1,4,705,1,0,1139,1844,4,4,1,2,1844,0,0,1844,0,0,2,0,3,1,2,7,7,1,3,5,1977,2,2,546,3,3,2,0,122,0,0,0,0,0,3,0,0,1,2010,5,5,190000
111,50,5,75,9525,2,0,3,3,3,3,3,7,1,1,3,2,6,4,1954,1972,2,2,15,15,1,0,2,2,2,3,2,1,3,444,1,0,550,994,4,3,1,2,1216,639,0,1855,0,0,2,0,4,1,2,7,7,0,0,5,1954,1,1,325,3,3,2,182,0,0,0,0,0,0,0,0,0,10,2006,9,5,136900
112,80,5,0,7750,2,0,2,3,3,3,3,8,1,1,3,7,7,5,2000,2000,2,2,14,14,1,0,2,2,3,4,3,1,6,250,1,0,134,384,4,4,1,2,774,656,0,1430,0,0,2,1,3,1,2,7,7,1,3,3,2000,3,2,400,3,3,2,180,0,0,0,0,0,0,0,0,0,4,2010,9,5,180000
113,60,5,77,9965,2,0,3,3,3,3,3,5,1,1,3,4,7,5,2007,2007,2,2,14,14,5,220,3,2,3,5,3,3,6,984,1,0,280,1264,4,4,1,2,1282,1414,0,2696,1,0,2,1,4,1,4,10,7,1,4,3,2007,3,3,792,3,3,2,120,184,0,0,168,0,0,0,0,0,10,2007,6,1,383970
114,20,5,0,21000,2,0,3,2,3,2,3,6,1,1,3,3,6,5,1953,1953,4,2,15,15,3,184,2,3,2,4,3,2,5,35,3,869,905,1809,4,2,1,2,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,4,4,1953,1,2,450,3,3,2,166,120,192,0,0,0,0,3,0,0,10,2007,5,0,217000
115,70,5,61,7259,2,0,2,3,3,3,2,6,1,1,3,4,6,8,1945,2002,1,2,15,15,1,0,2,2,2,3,3,1,5,774,2,150,104,1028,4,4,1,2,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,3,1,1945,1,1,180,3,3,2,224,0,0,0,0,0,0,3,0,0,7,2007,9,5,259500
116,160,2,34,3230,2,2,3,3,3,2,3,21,1,1,4,4,6,5,1999,1999,2,2,8,8,3,1129,2,2,3,4,3,1,6,419,1,0,310,729,4,3,1,2,729,729,0,1458,0,0,2,1,2,1,2,5,7,1,2,1,1999,1,2,440,3,3,2,0,32,0,0,0,0,0,0,0,0,6,2007,9,5,176000
117,20,5,0,11616,2,0,3,3,3,3,3,19,1,1,3,3,5,5,1962,1962,2,2,15,15,3,116,2,2,2,3,3,1,2,170,4,670,252,1092,4,2,1,2,1092,0,0,1092,0,1,1,0,3,1,2,6,7,1,1,5,1962,1,1,288,3,3,2,0,20,144,0,0,0,0,0,0,0,9,2009,9,5,139000
118,20,5,74,8536,2,0,3,3,3,2,3,7,1,1,3,3,5,5,2006,2007,2,2,14,14,1,0,2,2,3,4,3,1,1,0,1,0,1125,1125,4,3,1,2,1125,0,0,1125,0,0,1,1,2,1,2,5,7,0,0,5,2007,1,2,430,3,3,2,80,64,0,0,0,0,0,0,0,0,4,2007,6,1,155000
119,60,5,90,12376,2,0,3,3,3,2,3,20,1,1,3,4,7,5,1990,1990,4,2,10,10,1,0,2,2,3,4,3,2,6,1470,1,0,203,1673,4,3,1,2,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,3,5,1990,1,3,594,3,3,2,367,0,0,0,0,0,0,0,0,0,5,2010,9,5,320000
120,60,5,65,8461,2,0,3,3,3,3,3,5,1,1,3,4,6,5,2005,2006,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,728,728,4,4,1,2,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,4,5,2005,3,2,390,3,3,2,0,24,0,0,0,0,0,0,0,0,7,2006,6,1,163990
121,80,5,0,21453,2,0,2,0,3,1,1,4,1,1,3,7,6,5,1969,1969,3,4,10,10,1,0,2,2,2,3,3,4,5,938,1,0,0,938,4,4,1,2,988,0,0,988,1,0,1,0,1,1,2,4,7,2,3,5,1969,1,2,540,3,3,2,0,130,0,130,0,0,0,0,0,0,10,2006,9,5,180000
122,50,7,50,6060,2,0,3,3,3,3,3,9,1,1,3,2,4,5,1939,1950,2,2,0,0,1,0,2,2,3,3,3,1,1,0,1,0,732,732,4,3,1,2,772,351,0,1123,0,0,1,0,3,1,2,4,7,0,0,1,1979,1,1,264,3,3,1,0,0,140,0,0,0,0,3,0,0,6,2007,9,5,100000
123,20,5,75,9464,2,0,3,3,3,2,3,12,1,1,3,3,6,7,1958,1958,4,2,8,8,3,135,2,3,2,3,3,1,4,570,1,0,510,1080,4,3,1,2,1080,0,0,1080,0,0,1,0,3,1,2,5,7,0,0,5,1958,1,1,288,3,3,2,0,0,0,0,130,0,0,0,0,0,6,2008,9,5,136000
124,120,5,55,7892,2,0,3,3,3,3,3,20,1,1,4,3,6,5,1993,1993,2,2,10,10,1,0,3,2,3,4,3,1,6,300,1,0,899,1199,4,4,1,2,1199,0,0,1199,0,0,2,0,2,1,3,5,7,0,0,5,1993,2,2,530,3,3,2,0,63,0,0,0,0,0,0,0,0,3,2008,9,5,153900
125,20,5,48,17043,2,0,2,3,3,1,3,16,1,1,3,3,6,5,1979,1998,2,2,6,6,1,0,2,3,2,4,2,1,1,0,1,0,1362,1362,4,2,1,2,1586,0,0,1586,0,0,2,0,3,1,2,7,7,1,3,5,1979,1,2,435,3,3,2,192,0,0,0,0,0,0,0,0,0,1,2009,9,5,181000
126,190,7,60,6780,2,0,3,3,3,3,3,9,1,1,2,2,6,8,1935,1982,2,2,15,15,1,0,2,1,2,3,3,3,6,490,1,0,30,520,4,3,0,2,520,0,234,754,1,0,1,0,2,1,2,5,7,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,6,2006,9,5,84500
127,120,5,0,4928,2,0,2,3,3,3,3,14,1,1,4,3,6,5,1976,1976,2,2,10,10,1,0,2,2,2,4,3,1,5,120,1,0,958,1078,4,2,1,2,958,0,0,958,0,0,2,0,2,1,2,5,7,1,3,5,1977,2,2,440,3,3,2,0,205,0,0,0,0,0,0,0,0,2,2007,9,5,128000
128,45,7,55,4388,2,0,2,2,3,3,3,17,2,1,3,1,5,7,1930,1950,2,2,16,15,1,0,2,3,1,3,3,1,2,116,1,0,556,672,4,4,1,2,840,0,0,840,0,0,1,0,3,1,2,5,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2007,9,5,87000
129,60,5,69,7590,2,0,3,3,3,3,3,12,6,1,3,4,6,5,1966,1966,2,2,14,14,3,266,2,2,2,3,3,1,4,512,1,0,148,660,4,2,1,2,660,688,0,1348,0,0,1,1,3,1,2,6,7,1,2,5,1966,2,2,453,3,3,2,188,108,0,0,0,0,0,0,0,0,7,2006,9,5,155000
130,20,5,69,8973,2,0,3,3,3,3,3,12,1,1,3,3,5,7,1958,1991,2,2,10,10,3,85,2,2,2,3,3,1,3,567,4,28,413,1008,4,2,1,3,1053,0,0,1053,0,1,1,1,3,1,4,6,7,0,0,6,1998,2,2,750,3,3,2,0,80,0,180,0,0,0,1,0,0,7,2006,9,0,150000
131,60,5,88,14200,2,0,3,3,3,2,3,12,1,1,3,4,7,6,1966,1966,2,2,8,8,3,309,2,2,2,3,3,1,3,445,1,0,479,924,4,4,1,2,1216,941,0,2157,0,0,2,1,4,1,3,8,7,2,4,5,1966,3,2,487,3,3,2,105,66,0,0,0,0,0,4,0,0,5,2006,9,5,226000
132,60,5,0,12224,2,0,2,3,3,2,3,8,1,1,3,4,6,5,2000,2000,2,2,14,14,3,40,3,2,3,4,3,1,6,695,1,0,297,992,4,4,1,2,1022,1032,0,2054,1,0,2,1,3,1,3,7,7,1,3,3,2000,2,2,390,3,3,2,24,48,0,0,0,0,0,0,0,0,7,2009,9,5,244000
133,20,5,75,7388,2,0,3,3,3,2,3,12,1,1,3,3,5,6,1959,2002,2,2,8,8,1,0,2,2,2,3,3,1,3,405,1,0,658,1063,4,3,1,2,1327,0,0,1327,1,0,1,0,3,1,3,7,7,0,0,1,1974,1,2,624,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2007,9,5,150750
134,20,5,0,6853,2,0,2,3,3,3,3,23,1,1,3,3,8,5,2001,2002,2,2,14,14,3,136,3,2,3,5,3,1,6,1005,1,0,262,1267,4,4,1,2,1296,0,0,1296,1,0,2,0,2,1,3,6,7,0,0,5,2001,3,2,471,3,3,2,192,25,0,0,0,0,0,0,0,0,6,2009,9,5,220000
135,20,5,78,10335,2,0,2,3,3,3,3,19,1,1,3,3,5,6,1968,1993,2,2,10,10,1,0,2,2,2,3,3,1,3,570,1,0,891,1461,4,3,1,2,1721,0,0,1721,0,0,2,1,3,1,2,7,6,1,3,5,1968,2,2,440,3,3,2,0,96,180,0,0,0,0,3,0,0,7,2006,9,5,180000
136,20,5,80,10400,2,0,3,3,3,3,3,16,1,1,3,3,7,6,1970,1970,4,2,10,10,3,288,2,2,3,3,3,1,1,0,1,0,1304,1304,4,3,1,2,1682,0,0,1682,0,0,2,0,3,1,2,7,7,1,4,5,1970,1,2,530,3,3,2,98,0,0,0,0,0,0,3,0,0,5,2008,9,5,174000
137,20,5,0,10355,2,0,2,3,3,2,3,12,1,1,3,3,5,5,1967,1967,2,2,8,8,3,196,2,2,2,3,3,1,4,695,1,0,519,1214,4,2,1,2,1214,0,0,1214,0,0,2,0,3,1,2,5,7,1,2,5,1967,2,1,318,3,3,2,0,111,0,0,0,0,0,0,0,0,7,2007,9,5,143000
138,90,5,82,11070,2,0,3,3,3,3,3,11,1,1,1,3,7,5,1988,1989,2,2,14,14,3,70,2,2,2,3,3,1,1,0,1,0,1907,1907,4,3,1,2,1959,0,0,1959,0,0,3,0,5,2,2,9,7,0,0,6,1989,1,3,766,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,9,2,171000
139,60,5,73,9066,2,0,2,3,3,3,3,5,1,1,3,4,8,5,1999,2000,2,2,14,14,3,320,3,2,3,4,3,2,6,668,1,0,336,1004,4,4,1,2,1004,848,0,1852,0,0,2,1,3,1,3,7,7,2,3,5,1999,3,3,660,3,3,2,224,106,0,0,0,0,0,4,0,0,12,2008,9,5,230000
140,60,5,65,15426,2,0,2,3,3,3,3,5,1,1,3,4,6,5,1997,1997,2,2,14,14,1,0,2,2,3,4,3,1,6,821,1,0,107,928,4,4,1,2,928,836,0,1764,1,0,2,1,3,1,3,7,7,0,0,5,1997,2,2,470,3,3,2,276,99,0,0,0,0,0,3,0,0,8,2009,9,5,231500
141,20,5,70,10500,2,0,3,3,3,4,3,12,1,1,3,3,4,5,1971,1971,2,2,6,6,1,0,2,2,2,3,3,1,5,432,1,0,432,864,4,2,1,2,864,0,0,864,0,0,1,0,3,1,2,5,7,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2010,2,5,115000
142,20,5,78,11645,2,0,3,3,3,3,3,5,1,1,3,3,7,5,2005,2005,2,2,14,14,1,0,3,2,3,4,3,3,6,1300,1,0,434,1734,4,4,1,2,1734,0,0,1734,1,0,2,0,3,1,3,7,7,0,0,5,2005,3,2,660,3,3,2,160,24,0,0,0,0,0,0,0,0,1,2006,9,5,260000
143,50,5,71,8520,2,0,3,3,3,2,3,12,3,1,3,2,5,4,1952,1952,2,2,3,15,1,0,2,1,2,3,3,1,3,507,1,0,403,910,4,1,1,2,910,475,0,1385,0,0,2,0,4,1,2,6,7,0,0,1,2000,1,2,720,3,3,2,0,0,0,0,0,0,0,3,0,0,6,2010,9,5,166000
144,20,5,78,10335,2,0,2,3,3,3,3,5,1,1,3,3,7,5,1999,1999,2,2,14,14,3,183,3,2,3,4,3,4,6,679,1,0,811,1490,4,4,1,2,1501,0,0,1501,1,0,2,0,3,1,3,6,7,0,0,5,1999,2,2,577,3,3,2,144,29,0,0,0,0,0,0,0,0,6,2009,9,5,204000
145,90,7,70,9100,2,0,3,3,3,3,3,19,9,1,1,3,5,5,1963,1963,2,2,6,6,3,336,2,2,2,3,3,1,3,1332,1,0,396,1728,4,2,1,2,1728,0,0,1728,1,0,2,0,6,2,2,10,7,0,0,1,1963,1,2,504,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2006,2,0,125000
146,160,7,24,2522,2,0,3,3,3,3,3,7,1,1,0,4,6,5,2004,2006,2,2,14,14,5,50,3,2,3,4,3,1,1,0,1,0,970,970,4,4,1,2,970,739,0,1709,0,0,2,0,3,1,3,7,3,0,0,1,2004,1,2,380,3,3,2,0,40,0,0,0,0,0,0,0,0,4,2006,9,5,130000
147,30,7,51,6120,2,0,3,3,3,2,3,3,1,1,3,3,5,7,1931,1993,2,2,15,15,1,0,2,2,1,3,3,1,4,209,1,0,506,715,4,2,1,3,875,0,0,875,1,0,1,0,2,1,2,5,7,0,0,1,1931,1,1,180,2,3,2,48,0,0,0,0,0,0,0,0,0,11,2009,9,5,105000
148,60,5,0,9505,2,0,2,3,3,1,3,8,1,1,3,4,7,5,2001,2001,2,2,14,14,3,180,3,2,3,4,3,1,1,0,1,0,884,884,4,4,1,2,884,1151,0,2035,0,0,2,1,3,1,3,8,7,1,4,3,2001,3,2,434,3,3,2,144,48,0,0,0,0,0,0,0,0,5,2010,9,5,222500
149,20,5,63,7500,2,0,3,3,3,3,3,20,1,1,3,3,7,5,2004,2005,2,2,14,14,3,120,2,2,3,4,3,1,6,680,1,0,400,1080,4,4,1,2,1080,0,0,1080,1,0,1,0,3,1,3,6,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2008,9,5,141000
150,50,7,0,6240,2,0,3,3,3,3,3,3,1,1,3,2,5,4,1936,1950,2,2,8,8,1,0,2,2,1,4,3,1,1,0,1,0,896,896,4,3,1,3,896,448,0,1344,0,0,1,0,3,1,2,7,7,0,0,1,1936,1,1,240,2,3,2,200,114,0,0,0,0,0,0,0,0,4,2006,9,5,115000
151,20,5,120,10356,2,0,3,3,3,2,3,5,1,1,3,3,5,6,1975,1975,2,2,6,6,1,0,2,2,2,3,3,3,4,716,1,0,253,969,4,2,1,2,969,0,0,969,0,0,1,1,3,1,2,5,7,0,0,5,1975,1,2,440,3,3,2,0,0,0,0,0,0,0,3,0,0,1,2007,9,5,122000
152,20,5,107,13891,2,0,3,3,3,3,3,15,1,1,3,3,8,5,2007,2008,4,2,14,14,5,436,3,2,3,5,3,4,6,1400,1,0,310,1710,4,4,1,2,1710,0,0,1710,1,0,2,0,2,1,3,6,7,1,4,5,2007,2,3,866,3,3,2,0,102,0,0,0,0,0,0,0,0,1,2008,6,1,372402
153,60,5,0,14803,2,0,2,3,3,1,3,16,1,1,3,4,6,5,1971,1971,2,2,6,6,3,252,2,2,2,3,3,1,3,416,1,0,409,825,4,3,1,2,1097,896,0,1993,0,0,2,1,4,1,2,8,7,1,4,5,1971,2,2,495,3,3,2,0,66,0,0,0,0,0,2,0,0,6,2006,9,5,190000
154,20,5,0,13500,2,0,3,3,3,3,3,4,1,1,3,3,6,7,1960,1975,3,2,3,10,1,0,2,2,2,4,3,4,4,429,5,1080,93,1602,4,3,1,2,1252,0,0,1252,1,0,1,0,1,1,2,4,7,1,4,5,1960,2,2,564,3,3,2,409,0,0,0,0,0,0,0,0,0,3,2008,9,5,235000
